연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
1927,4,411,노원(4),승강장매립형,0,,2024-11-28
1928,4,411,노원(4),공간활용 프로모션,0,전홍,2024-11-28
1929,4,411,노원(4),승강장음성광고,0,양진텔레콤,2024-11-28
1930,4,411,노원(4),디지털종합안내도_디지털,8,싸인텔레콤,2024-11-28
1931,4,411,노원(4),디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
1932,4,411,노원(4),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
1933,4,411,노원(4),스마트 정보 안내시스템,0,,2024-11-28
1934,4,411,노원(4),디지털보드,4,씨에스와이커뮤니케이션,2024-11-28
1935,4,411,노원(4),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
1936,4,411,노원(4),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
1937,4,411,노원(4),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
1938,4,411,노원(4),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
1939,4,411,노원(4),역구내행선안내게시기,0,,2024-11-28
1940,4,411,노원(4),제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
1941,4,412,창동(4),역구내조명광고,2,브랜드발전소,2024-11-28
1942,4,412,창동(4),역구내포스터,16,브랜드발전소,2024-11-28
1943,4,412,창동(4),멀티비젼,0,나스미디어,2024-11-28
1944,4,412,창동(4),디지털포스터,0,브랜드발전소,2024-11-28
1945,4,412,창동(4),기둥조명,0,전홍,2024-11-28
1946,4,412,창동(4),승강장안전문 조명(민자제외),11,에스엘엠엔씨,2024-11-28
1947,4,412,창동(4),승강장매립형,0,,2024-11-28
1948,4,412,창동(4),공간활용 프로모션,0,전홍,2024-11-28
1949,4,412,창동(4),승강장음성광고,0,양진텔레콤,2024-11-28
1950,4,412,창동(4),디지털종합안내도_디지털,4,싸인텔레콤,2024-11-28
1951,4,412,창동(4),디지털종합안내도_인쇄식,6,싸인텔레콤,2024-11-28
1952,4,412,창동(4),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
1953,4,412,창동(4),스마트 정보 안내시스템,0,,2024-11-28
1954,4,412,창동(4),디지털보드,2,씨에스와이커뮤니케이션,2024-11-28
1955,4,412,창동(4),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
1956,4,412,창동(4),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
1957,4,412,창동(4),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
1958,4,412,창동(4),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
1959,4,412,창동(4),역구내행선안내게시기,0,,2024-11-28
1960,4,412,창동(4),제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
1961,4,413,쌍문,역구내조명광고,0,브랜드발전소,2024-11-28
1962,4,413,쌍문,역구내포스터,18,브랜드발전소,2024-11-28
1963,4,413,쌍문,멀티비젼,0,나스미디어,2024-11-28
1964,4,413,쌍문,디지털포스터,0,브랜드발전소,2024-11-28
1965,4,413,쌍문,기둥조명,0,전홍,2024-11-28
1966,4,413,쌍문,승강장안전문 조명(민자제외),5,에스엘엠엔씨,2024-11-28
1967,4,413,쌍문,승강장매립형,0,,2024-11-28
1968,4,413,쌍문,공간활용 프로모션,0,전홍,2024-11-28
1969,4,413,쌍문,승강장음성광고,0,양진텔레콤,2024-11-28
1970,4,413,쌍문,디지털종합안내도_디지털,8,싸인텔레콤,2024-11-28
1971,4,413,쌍문,디지털종합안내도_인쇄식,4,싸인텔레콤,2024-11-28
1972,4,413,쌍문,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
1973,4,413,쌍문,스마트 정보 안내시스템,0,,2024-11-28
1974,4,413,쌍문,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
1975,4,413,쌍문,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
1976,4,413,쌍문,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
1977,4,413,쌍문,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
1978,4,413,쌍문,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
1979,4,413,쌍문,역구내행선안내게시기,0,,2024-11-28
1980,4,413,쌍문,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
1981,4,414,수유,역구내조명광고,7,브랜드발전소,2024-11-28
1982,4,414,수유,역구내포스터,35,브랜드발전소,2024-11-28
1983,4,414,수유,멀티비젼,0,나스미디어,2024-11-28
1984,4,414,수유,디지털포스터,0,브랜드발전소,2024-11-28
1985,4,414,수유,기둥조명,0,전홍,2024-11-28
1986,4,414,수유,승강장안전문 조명(민자제외),14,에스엘엠엔씨,2024-11-28
1987,4,414,수유,승강장매립형,0,,2024-11-28
1988,4,414,수유,공간활용 프로모션,0,전홍,2024-11-28
1989,4,414,수유,승강장음성광고,0,양진텔레콤,2024-11-28
1990,4,414,수유,디지털종합안내도_디지털,9,싸인텔레콤,2024-11-28
1991,4,414,수유,디지털종합안내도_인쇄식,4,싸인텔레콤,2024-11-28
1992,4,414,수유,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
1993,4,414,수유,스마트 정보 안내시스템,0,,2024-11-28
1994,4,414,수유,디지털보드,6,씨에스와이커뮤니케이션,2024-11-28
1995,4,414,수유,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
1996,4,414,수유,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
1997,4,414,수유,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
1998,4,414,수유,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
1999,4,414,수유,역구내행선안내게시기,0,,2024-11-28
2000,4,414,수유,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
2001,4,415,미아,역구내조명광고,0,브랜드발전소,2024-11-28
2002,4,415,미아,역구내포스터,7,브랜드발전소,2024-11-28
2003,4,415,미아,멀티비젼,0,나스미디어,2024-11-28
2004,4,415,미아,디지털포스터,0,브랜드발전소,2024-11-28
2005,4,415,미아,기둥조명,0,전홍,2024-11-28
2006,4,415,미아,승강장안전문 조명(민자제외),0,에스엘엠엔씨,2024-11-28
2007,4,415,미아,승강장매립형,0,,2024-11-28
2008,4,415,미아,공간활용 프로모션,0,전홍,2024-11-28
2009,4,415,미아,승강장음성광고,0,양진텔레콤,2024-11-28
2010,4,415,미아,디지털종합안내도_디지털,0,싸인텔레콤,2024-11-28
2011,4,415,미아,디지털종합안내도_인쇄식,4,싸인텔레콤,2024-11-28
2012,4,415,미아,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2013,4,415,미아,스마트 정보 안내시스템,0,,2024-11-28
2014,4,415,미아,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2015,4,415,미아,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2016,4,415,미아,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2017,4,415,미아,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2018,4,415,미아,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2019,4,415,미아,역구내행선안내게시기,0,,2024-11-28
2020,4,415,미아,제2기 교통카드 RF단말기 광고,58,서울신교통카드,2024-11-28
2021,4,416,미아사거리,역구내조명광고,6,브랜드발전소,2024-11-28
2022,4,416,미아사거리,역구내포스터,10,브랜드발전소,2024-11-28
2023,4,416,미아사거리,멀티비젼,0,나스미디어,2024-11-28
2024,4,416,미아사거리,디지털포스터,0,브랜드발전소,2024-11-28
2025,4,416,미아사거리,기둥조명,3,전홍,2024-11-28
2026,4,416,미아사거리,승강장안전문 조명(민자제외),14,에스엘엠엔씨,2024-11-28
2027,4,416,미아사거리,승강장매립형,0,,2024-11-28
2028,4,416,미아사거리,공간활용 프로모션,0,전홍,2024-11-28
2029,4,416,미아사거리,승강장음성광고,0,양진텔레콤,2024-11-28
2030,4,416,미아사거리,디지털종합안내도_디지털,8,싸인텔레콤,2024-11-28
2031,4,416,미아사거리,디지털종합안내도_인쇄식,14,싸인텔레콤,2024-11-28
2032,4,416,미아사거리,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2033,4,416,미아사거리,스마트 정보 안내시스템,0,,2024-11-28
2034,4,416,미아사거리,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
2035,4,416,미아사거리,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2036,4,416,미아사거리,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2037,4,416,미아사거리,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2038,4,416,미아사거리,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2039,4,416,미아사거리,역구내행선안내게시기,0,,2024-11-28
2040,4,416,미아사거리,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
2041,4,417,길음,역구내조명광고,2,브랜드발전소,2024-11-28
2042,4,417,길음,역구내포스터,5,브랜드발전소,2024-11-28
2043,4,417,길음,멀티비젼,0,나스미디어,2024-11-28
2044,4,417,길음,디지털포스터,0,브랜드발전소,2024-11-28
2045,4,417,길음,기둥조명,0,전홍,2024-11-28
2046,4,417,길음,승강장안전문 조명(민자제외),0,에스엘엠엔씨,2024-11-28
2047,4,417,길음,승강장매립형,0,,2024-11-28
2048,4,417,길음,공간활용 프로모션,0,전홍,2024-11-28
2049,4,417,길음,승강장음성광고,0,양진텔레콤,2024-11-28
2050,4,417,길음,디지털종합안내도_디지털,8,싸인텔레콤,2024-11-28
2051,4,417,길음,디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
2052,4,417,길음,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2053,4,417,길음,스마트 정보 안내시스템,0,,2024-11-28
2054,4,417,길음,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
2055,4,417,길음,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2056,4,417,길음,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2057,4,417,길음,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2058,4,417,길음,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2059,4,417,길음,역구내행선안내게시기,0,,2024-11-28
2060,4,417,길음,제2기 교통카드 RF단말기 광고,74,서울신교통카드,2024-11-28
2061,4,418,성신여대입구,역구내조명광고,5,브랜드발전소,2024-11-28
2062,4,418,성신여대입구,역구내포스터,0,브랜드발전소,2024-11-28
2063,4,418,성신여대입구,멀티비젼,0,나스미디어,2024-11-28
2064,4,418,성신여대입구,디지털포스터,0,브랜드발전소,2024-11-28
2065,4,418,성신여대입구,기둥조명,0,전홍,2024-11-28
2066,4,418,성신여대입구,승강장안전문 조명(민자제외),8,에스엘엠엔씨,2024-11-28
2067,4,418,성신여대입구,승강장매립형,0,,2024-11-28
2068,4,418,성신여대입구,공간활용 프로모션,0,전홍,2024-11-28
2069,4,418,성신여대입구,승강장음성광고,0,양진텔레콤,2024-11-28
2070,4,418,성신여대입구,디지털종합안내도_디지털,8,싸인텔레콤,2024-11-28
2071,4,418,성신여대입구,디지털종합안내도_인쇄식,6,싸인텔레콤,2024-11-28
2072,4,418,성신여대입구,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2073,4,418,성신여대입구,스마트 정보 안내시스템,0,,2024-11-28
2074,4,418,성신여대입구,디지털보드,2,씨에스와이커뮤니케이션,2024-11-28
2075,4,418,성신여대입구,지하철 출입구 상단벽면,1,씨제이씨지브이,2024-11-28
2076,4,418,성신여대입구,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2077,4,418,성신여대입구,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2078,4,418,성신여대입구,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2079,4,418,성신여대입구,역구내행선안내게시기,0,,2024-11-28
2080,4,418,성신여대입구,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
2081,4,419,한성대입구,역구내조명광고,0,브랜드발전소,2024-11-28
2082,4,419,한성대입구,역구내포스터,0,브랜드발전소,2024-11-28
2083,4,419,한성대입구,멀티비젼,0,나스미디어,2024-11-28
2084,4,419,한성대입구,디지털포스터,0,브랜드발전소,2024-11-28
2085,4,419,한성대입구,기둥조명,0,전홍,2024-11-28
2086,4,419,한성대입구,승강장안전문 조명(민자제외),2,에스엘엠엔씨,2024-11-28
2087,4,419,한성대입구,승강장매립형,0,,2024-11-28
2088,4,419,한성대입구,공간활용 프로모션,0,전홍,2024-11-28
2089,4,419,한성대입구,승강장음성광고,0,양진텔레콤,2024-11-28
2090,4,419,한성대입구,디지털종합안내도_디지털,10,싸인텔레콤,2024-11-28
2091,4,419,한성대입구,디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
2092,4,419,한성대입구,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2093,4,419,한성대입구,스마트 정보 안내시스템,0,,2024-11-28
2094,4,419,한성대입구,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2095,4,419,한성대입구,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2096,4,419,한성대입구,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2097,4,419,한성대입구,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2098,4,419,한성대입구,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2099,4,419,한성대입구,역구내행선안내게시기,0,,2024-11-28
2100,4,419,한성대입구,제2기 교통카드 RF단말기 광고,24,서울신교통카드,2024-11-28
2101,4,420,혜화,역구내조명광고,21,브랜드발전소,2024-11-28
2102,4,420,혜화,역구내포스터,0,브랜드발전소,2024-11-28
2103,4,420,혜화,멀티비젼,6,나스미디어,2024-11-28
2104,4,420,혜화,디지털포스터,28,브랜드발전소,2024-11-28
2105,4,420,혜화,기둥조명,3,전홍,2024-11-28
2106,4,420,혜화,승강장안전문 조명(민자제외),11,에스엘엠엔씨,2024-11-28
2107,4,420,혜화,승강장매립형,0,,2024-11-28
2108,4,420,혜화,공간활용 프로모션,0,전홍,2024-11-28
2109,4,420,혜화,승강장음성광고,0,양진텔레콤,2024-11-28
2110,4,420,혜화,디지털종합안내도_디지털,11,싸인텔레콤,2024-11-28
2111,4,420,혜화,디지털종합안내도_인쇄식,1,싸인텔레콤,2024-11-28
2112,4,420,혜화,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2113,4,420,혜화,스마트 정보 안내시스템,0,,2024-11-28
2114,4,420,혜화,디지털보드,14,씨에스와이커뮤니케이션,2024-11-28
2115,4,420,혜화,지하철 출입구 상단벽면,2,씨제이씨지브이,2024-11-28
2116,4,420,혜화,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2117,4,420,혜화,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2118,4,420,혜화,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2119,4,420,혜화,역구내행선안내게시기,0,,2024-11-28
2120,4,420,혜화,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
2121,4,421,동대문(4),역구내조명광고,4,브랜드발전소,2024-11-28
2122,4,421,동대문(4),역구내포스터,17,브랜드발전소,2024-11-28
2123,4,421,동대문(4),멀티비젼,3,나스미디어,2024-11-28
2124,4,421,동대문(4),디지털포스터,0,브랜드발전소,2024-11-28
2125,4,421,동대문(4),기둥조명,0,전홍,2024-11-28
2126,4,421,동대문(4),승강장안전문 조명(민자제외),10,에스엘엠엔씨,2024-11-28
2127,4,421,동대문(4),승강장매립형,0,,2024-11-28
2128,4,421,동대문(4),공간활용 프로모션,0,전홍,2024-11-28
2129,4,421,동대문(4),승강장음성광고,0,양진텔레콤,2024-11-28
2130,4,421,동대문(4),디지털종합안내도_디지털,11,싸인텔레콤,2024-11-28
2131,4,421,동대문(4),디지털종합안내도_인쇄식,0,싸인텔레콤,2024-11-28
2132,4,421,동대문(4),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
2133,4,421,동대문(4),스마트 정보 안내시스템,0,,2024-11-28
2134,4,421,동대문(4),디지털보드,5,씨에스와이커뮤니케이션,2024-11-28
2135,4,421,동대문(4),지하철 출입구 상단벽면,1,씨제이씨지브이,2024-11-28
2136,4,421,동대문(4),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
